B19CEA69,None,B19CEA70,None,B19CEA71,None,B19CEA72,None,B19CEA73
B19CEA74,None,B19CEA75,None,B19CEA77,None,B19CEA78,None,B19CEA79
B19CEA80,None,B19CEA81,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None
