B19MEA67,None,B19MEA68,None,B19MEA69,None,B19MEA70,None,B19MEA71
B19MEA72,None,B19MEA73,None,B19MEA77,None,B19MEA75,None,B19MEA78
B19MEA79,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None
