B19CEA79,None,B19CEA80,None,B19CEA81,None,B19EEB72,None,B19ECA67
B19ECA68,None,B19ECA69,None,B19ECA70,None,B19ECA72,None,B19ECA71
B19ECA75,None,B19ECA73,None,B19ECA74,None,B19CHA75,None,B19CHA76
None,None,None,None,None,None,None,None,None
None,None,None,None,None,None,None,None,None
